buurt_idx,mean_distance,std_distance,mean_pct_100m,mean_pct_250m,mean_pct_500m,total_addresses,n_observations,percentage_met_herkomstland_buiten_europa,personenautos_per_huishouden,bevolkingsdichtheid_inwoners_per_km2,percentage_koopwoningen,buurtcode,gemiddeld_inkomen_per_inwoner,gemiddeld_inkomen_per_ontvanger,gemiddelde_woz_waarde,pct_huishoudens_laag_inkomen,pct_personen_laagste_40,pct_personen_hoogste_20,buurtnaam
151,1068.9765361715677,361.5101504871588,0.0,0.0,0.0,34,8781,10.0,,109.0,,BU17830904,,,,,,,Bedrijventerrein ABC Westland
152,1579.6848626713281,412.0121840955489,0.0,0.0,0.0,24,8781,10.0,1.0,388.0,,BU17830906,,,,,,,Buitengebied 1 Poeldijk
153,2340.69923057934,297.8526908576656,0.0,0.0,0.0,60,8781,4.0,1.4,416.0,,BU17830907,,,,,,,Buitengebied 2 Poeldijk
154,1369.768720274778,424.42201720406234,0.0,0.0,0.0,122,8781,25.0,1.2,4110.0,,BU19160100,,,,,,,De Zijde
155,1024.011287955107,454.33297356971275,0.0,0.0,2.525813309038454,624,8781,22.0,1.0,7591.0,,BU19160102,,,,,,,Park Veursehout
156,,,,,,0,0,,,,,BU19160103,,,,,,,Leidsenhage
157,,,,,,0,0,27.0,1.3,154.0,,BU19160104,,,,,,,Schakenbosch en het Buitengebied
158,1035.138032908948,676.1834425916304,0.0,0.0,6.777222567692344,139,8781,14.0,1.1,4468.0,,BU19160700,,,,,,,Damsigt
159,1040.9712010270332,582.7913402696414,0.0,0.0,12.666002513065356,238,8781,19.0,1.0,5434.0,,BU19160703,,,,,,,Sijtwende
160,976.8419030176601,697.4201481960246,1.2602460694437938,15.122952833325526,46.78663532810084,299,8781,13.0,1.2,2974.0,,BU19160704,,,,,,,Kleurenbuurt
161,651.6668330967062,487.14210569996965,2.325557010879395,24.185792913145708,60.6195194169229,391,8781,34.0,0.9,6164.0,,BU19160800,,,,,,,Essesteijn / Gaarden
162,928.5189660830924,430.2661926998539,0.0,0.0,14.81810474635893,315,8781,28.0,1.1,5308.0,,BU19160801,,,,,,,Nieuw Essesteijn / Zijdezigt
163,910.7143695186494,384.3336648431029,0.0,0.0,6.573200900630194,498,8781,23.0,0.8,5598.0,,BU19160802,,,,,,,Essesteijn / Weiden
164,1036.3038929339627,332.9409697287426,0.0,0.0,0.0,527,8781,17.0,0.9,4651.0,,BU19160803,,,,,,,Essesteijn / Tuinen
165,725.4051620363256,320.32477217195776,0.0,8.839209851972559,35.029461265224576,1111,8781,21.0,0.8,5179.0,,BU19160804,,,,,,,Essesteijn / Dreven
166,1227.622871538727,202.8668459563134,0.0,0.0,0.0,1425,8781,39.0,0.6,5250.0,,BU19160900,,,,,,,Voorburg Midden noord
167,1048.4861522253968,135.50693634433637,0.0,0.0,0.0,1729,8781,30.0,0.7,12783.0,,BU19160901,,,,,,,Voorburg Midden midden
168,853.350484280504,261.1287982601256,0.0,0.0,9.225919523902624,1211,8781,25.0,0.7,6736.0,,BU19160902,,,,,,,Voorburg Midden zuid
169,996.6235563819877,91.42210098167014,0.0,0.0,0.0,1243,8781,34.0,0.7,7439.0,,BU19161000,,,,,,,Bovenveen noord
170,701.9877717980877,110.24669299190464,0.0,1.0721179750159073,14.247108224645695,2411,8781,40.0,0.6,12983.0,,BU19161001,,,,,,,Bovenveen midden
171,665.812005409279,165.60826124512926,0.0,0.3196935332721388,19.871331356630254,498,8781,26.0,0.8,10068.0,,BU19161002,,,,,,,Bovenveen zuid
172,735.8411202839851,96.17087841001697,0.0,0.0,15.148274810935794,1794,8781,31.0,0.7,8473.0,,BU19161100,,,,,,,Voorburg Noord zuid
173,445.52789160236296,188.09618657196972,0.0,20.158991988891195,68.62096657753925,1583,8781,31.0,0.6,15953.0,,BU19161101,,,,,,,Voorburg Noord noord
174,776.3621018765756,355.336443742472,0.0,6.400239776334118,31.25934287737549,1187,8781,15.0,1.1,5173.0,,BU19161200,,,,,,,Voorburg West zuid
175,992.0875344689503,185.50898334604344,0.0,0.0,0.0,160,8781,16.0,1.4,2697.0,,BU19161201,,,,,,,Park Leeuwenbergh
176,742.7261634472679,304.1136771274202,0.0,4.089989640032594,33.75782111199931,824,8781,18.0,0.9,8211.0,,BU19161202,,,,,,,Voorburg West noord
177,1145.0483488507753,541.8405780626505,0.6661406743023471,3.9413323229555544,11.990532137442248,1697,8781,14.0,1.1,6572.0,,BU19161300,,,,,,,Voorburg Oud noord
178,791.3959858246056,554.537494701674,0.0,8.000864867964289,40.285342717867486,1430,8781,16.0,0.9,6232.0,,BU19161301,,,,,,,Voorburg Oud zuid
179,1425.9680960365035,817.8398617257932,0.0,0.0,4.297697357403034,646,8781,35.0,1.1,8316.0,,BU19260225,,,,,,,De Venen Centrum
180,1501.4462380647105,879.7053172031856,0.0,0.0,5.265162041761421,611,8781,31.0,1.3,3825.0,,BU19260226,,,,,,,De Venen / Craeyenburch
