buurt_idx,mean_distance,std_distance,mean_pct_100m,mean_pct_250m,mean_pct_500m,total_addresses,n_observations,percentage_met_herkomstland_buiten_europa,personenautos_per_huishouden,bevolkingsdichtheid_inwoners_per_km2,percentage_koopwoningen,buurtcode,gemiddeld_inkomen_per_inwoner,gemiddeld_inkomen_per_ontvanger,gemiddelde_woz_waarde,pct_huishoudens_laag_inkomen,pct_personen_laagste_40,pct_personen_hoogste_20,buurtnaam
24,175.64599084115034,35.7950523921092,23.8490135084123,77.81846846523985,99.74504484487068,3033,2208,24.0,0.6,13825.0,,BU05181143,51.1,63.9,554.0,4.0,28.8,41.2,Sweelinckplein e.o.
25,1081.7532441780302,16.92584467059895,0.0,0.0,0.0,1107,2208,15.0,0.9,8155.0,,BU05181250,41.5,50.1,491.0,1.2,27.4,35.1,Bloemenbuurt-West
26,424.31858892216826,12.188681062072614,3.141876013973057,28.906987884292963,62.06962633821848,3207,2208,19.0,0.7,10879.0,,BU05181251,37.6,46.3,391.0,2.8,30.4,30.7,Bloemenbuurt-Oost
27,165.97778656762142,17.23808693126907,22.091370204789825,82.83027689475973,100.0,3433,2208,22.0,0.6,11608.0,,BU05181252,37.0,45.6,396.0,4.1,33.7,29.7,Bomenbuurt
28,875.5214661958555,84.60139499753696,0.9424478512188991,7.343239507413923,31.222250146603002,2076,2208,17.0,1.2,2050.0,,BU05181309,52.3,69.6,868.0,2.2,30.9,45.9,Vogelwijk
29,1679.0875353335357,49.52935176686798,0.0,0.0,0.0,210,2208,20.0,0.9,824.0,,BU05181481,,,437.0,2.0,27.6,32.2,Bosjes van Pex
30,2446.560862107786,44.76757519755799,0.0,0.0,0.0,2968,2208,20.0,0.7,5882.0,,BU05181492,39.1,44.3,361.0,2.6,33.9,25.9,Bohemen en Meer en Bos
31,3638.698991498657,77.00681501084807,0.0,0.0,0.0,550,2208,22.0,1.3,377.0,,BU05181590,52.6,63.7,566.0,3.3,32.2,38.2,Ockenburgh
32,2908.629317166181,22.339032840041845,0.0,0.0,0.0,1002,2208,13.0,0.9,1628.0,,BU05181591,45.2,52.6,644.0,2.1,32.7,33.2,Kijkduin
33,4194.742437068481,112.35134907200738,0.0,0.0,0.0,3319,2208,25.0,1.1,3198.0,,BU05181697,41.0,54.6,526.0,4.5,30.4,34.2,Kraayenstein en Vroondaal
34,3128.917991582237,94.77388521104301,0.0,0.0,0.0,201,2208,49.0,,190.0,,BU05181785,,,82.0,,,,Kerketuinen en Zichtenburg
35,2448.6817852528197,113.13463276532163,0.0,0.0,0.0,5534,2208,31.0,0.8,8913.0,,BU05181786,30.0,37.1,338.0,3.6,39.2,17.8,Houtwijk
36,3251.050859560396,112.35285956735262,0.0,0.0,0.0,2997,2208,21.0,0.6,11049.0,,BU05181795,29.3,34.2,252.0,3.6,42.5,12.4,Kom Loosduinen
37,3133.2170585653557,108.1887164971821,0.0,0.0,0.0,1194,2208,31.0,0.6,9895.0,,BU05181806,28.0,33.5,253.0,5.1,46.0,12.7,Waldeck-Zuid
38,2499.789978301395,109.09230857961307,0.0,0.0,0.0,3640,2208,32.0,0.7,11952.0,,BU05181840,24.9,31.2,270.0,6.0,48.6,10.0,Nieuw Waldeck
39,1628.7626598153902,110.91861485871759,0.0,0.0,0.0,1995,2208,25.0,0.6,6593.0,,BU05181882,33.6,38.4,302.0,4.1,38.6,18.3,Rosenburg
40,2199.905856268853,83.31586740685039,0.0,0.0,0.0,1166,2208,19.0,0.7,12360.0,,BU05181893,39.8,45.7,384.0,1.4,27.9,27.7,Componistenbuurt
41,2996.2044118523672,90.41030092251441,0.0,0.0,0.0,2180,2208,21.0,0.7,9393.0,,BU05181894,35.1,38.3,278.0,2.4,35.4,17.0,Waldeck-Noord
42,1093.283796513884,84.12157895311766,0.0,0.0,2.3502917107966943,3202,2208,17.0,0.8,13543.0,,BU05181953,39.2,49.2,441.0,1.9,28.8,34.9,Vruchtenbuurt
43,1187.1743787221903,120.4771660758213,0.0,0.0,0.0,1314,2208,19.0,0.7,5285.0,,BU05181983,36.4,43.9,370.0,2.2,30.2,29.1,Eykenduinen
44,283.0000678605914,77.43743667429882,8.88393812121351,44.9085560343181,91.30677108401518,3794,2208,30.0,0.5,16798.0,,BU05182054,30.2,36.9,283.0,4.6,38.5,18.3,Heesterbuurt
