buurt_idx,mean_distance,std_distance,mean_pct_100m,mean_pct_250m,mean_pct_500m,total_addresses,n_observations,percentage_met_herkomstland_buiten_europa,personenautos_per_huishouden,bevolkingsdichtheid_inwoners_per_km2,percentage_koopwoningen,buurtcode,gemiddeld_inkomen_per_inwoner,gemiddeld_inkomen_per_ontvanger,gemiddelde_woz_waarde,pct_huishoudens_laag_inkomen,pct_personen_laagste_40,pct_personen_hoogste_20,buurtnaam
158,2556.796096501055,129.2778009165351,0.0,0.0,0.0,139,7417,14.0,1.1,4468.0,,BU19160700,,,,,,,Damsigt
159,2389.243051863958,128.83642196272191,0.0,0.0,0.0,238,7417,19.0,1.0,5434.0,,BU19160703,,,,,,,Sijtwende
160,2326.8085348766276,129.60194362938736,0.0,0.0,0.0,299,7417,13.0,1.2,2974.0,,BU19160704,,,,,,,Kleurenbuurt
161,1796.6261358406678,98.05892800369428,0.0,0.0,0.0,391,7417,34.0,0.9,6164.0,,BU19160800,,,,,,,Essesteijn / Gaarden
162,2108.5328124520283,108.12450731412096,0.0,0.0,0.0,315,7417,28.0,1.1,5308.0,,BU19160801,,,,,,,Nieuw Essesteijn / Zijdezigt
163,1850.5406512275094,123.9528767841018,0.0,0.0,0.0,498,7417,23.0,0.8,5598.0,,BU19160802,,,,,,,Essesteijn / Weiden
164,1763.83348790609,131.1534591099235,0.0,0.0,0.0,527,7417,17.0,0.9,4651.0,,BU19160803,,,,,,,Essesteijn / Tuinen
165,1455.5920267733723,116.47675327617601,0.0,0.0,0.0,1111,7417,21.0,0.8,5179.0,,BU19160804,,,,,,,Essesteijn / Dreven
166,1488.331593677808,120.03345612494495,0.0,0.0,0.0,1425,7417,39.0,0.6,5250.0,,BU19160900,,,,,,,Voorburg Midden noord
167,1201.141301051945,37.64287408578112,0.0,0.0,0.0,1729,7417,30.0,0.7,12783.0,,BU19160901,,,,,,,Voorburg Midden midden
168,1273.4998027494266,49.499577187472745,0.0,0.0,0.0,1211,7417,25.0,0.7,6736.0,,BU19160902,,,,,,,Voorburg Midden zuid
169,959.7564438046661,133.40111236573125,0.0,0.0,2.462304477407309,1243,7417,34.0,0.7,7439.0,,BU19161000,,,,,,,Bovenveen noord
170,615.048323142966,58.718839828879915,0.0,0.19315094791316165,28.837100997758295,2411,7417,40.0,0.6,12983.0,,BU19161001,,,,,,,Bovenveen midden
171,615.3124423787705,56.30851197532232,0.0,0.0,20.792919554718807,498,7417,26.0,0.8,10068.0,,BU19161002,,,,,,,Bovenveen zuid
172,872.0651709075852,55.05900797723822,0.0,0.0,10.273379919492552,1794,7417,31.0,0.7,8473.0,,BU19161100,,,,,,,Voorburg Noord zuid
173,386.50409573628394,64.08739458205719,0.0,18.752569497043336,78.96678602220864,1583,7417,31.0,0.6,15953.0,,BU19161101,,,,,,,Voorburg Noord noord
174,1962.509664698867,39.27827256785884,0.0,0.0,0.0,1187,7417,15.0,1.1,5173.0,,BU19161200,,,,,,,Voorburg West zuid
175,2446.7067955033835,40.73483708167763,0.0,0.0,0.0,160,7417,16.0,1.4,2697.0,,BU19161201,,,,,,,Park Leeuwenbergh
176,1671.4160382031514,47.0254356413297,0.0,0.0,0.0,824,7417,18.0,0.9,8211.0,,BU19161202,,,,,,,Voorburg West noord
177,2129.8716064328996,89.85116970261235,0.0,0.0,0.0,1697,7417,14.0,1.1,6572.0,,BU19161300,,,,,,,Voorburg Oud noord
178,1861.2660077023745,46.55260071474888,0.0,0.0,0.0,1430,7417,16.0,0.9,6232.0,,BU19161301,,,,,,,Voorburg Oud zuid
179,4596.827046592285,51.00073452823609,0.0,0.0,0.0,646,7417,35.0,1.1,8316.0,,BU19260225,,,,,,,De Venen Centrum
180,4727.8284483419175,123.24957093691808,0.0,0.0,0.0,611,7417,31.0,1.3,3825.0,,BU19260226,,,,,,,De Venen / Craeyenburch
